Date;TIME;Pts_01;Pts_02;Pts_03;Pts_04;Pts_05;Pts_06;Pts_07;Pts_08;Pts_09;Pts_10;Pts_11;Pt_12;Pt_13
22-06-2016;12:01:00;-0.77;4.95;-6.53;-15.70;-0.19;-0.65;1.09;1.38;-2.31;1.79;-0.66;1.94;-2.38
22-06-2016;20:03:00;-2.66;4.78;-6.35;-16.29;0.62;-0.81;0.30;0.64;-2.43;-0.50;-0.86;1.76;-2.39
23-06-2016;04:05:00;-1.88;4.96;-6.57;-16.05;0.38;-0.75;0.36;0.94;-2.09;-0.40;-0.29;2.27;-1.90
23-06-2016;12:00:00;-1.03;4.88;-6.93;-17.06;-0.68;-1.06;0.08;0.49;-2.46;0.82;-0.62;1.89;-2.54
23-06-2016;19:54:00;-0.45;4.79;-6.79;-18.54;-0.82;0.15;1.81;2.19;-1.07;0.18;0.22;2.72;-1.75
24-06-2016;03:57:00;-1.12;4.58;-6.72;-17.29;-0.19;-0.28;1.41;1.75;-1.42;0.25;-0.55;2.17;-1.93
24-06-2016;11:59:00;-1.37;4.53;-6.65;-17.48;-0.88;-0.73;0.28;0.79;-2.16;0.34;-1.16;1.85;-2.57
24-06-2016;20:01:00;-1.92;4.73;-6.84;-16.67;-0.14;-0.17;0.22;1.66;-1.19;0.08;-1.06;1.94;-2.45
25-06-2016;04:04:00;-0.91;4.36;-6.63;-15.63;-0.66;-0.23;0.33;1.48;-1.19;0.52;-0.83;1.44;-2.00
25-06-2016;11:58:00;-0.76;4.46;-6.30;-16.60;-1.52;-0.02;0.55;1.45;-1.92;1.24;-0.88;1.55;-2.06
25-06-2016;19:53:00;-0.69;5.18;-6.97;-16.02;-0.89;0.09;0.55;1.94;-1.32;0.21;-0.45;2.01;-1.77
26-06-2016;03:52:00;-0.71;4.95;-6.54;-16.81;-0.81;0.17;0.44;1.98;-1.07;0.34;-0.49;2.13;-1.94
26-06-2016;11:57:00;-1.25;4.53;-6.51;-17.24;-0.96;0.00;0.27;1.57;-1.17;0.59;-0.53;2.28;-2.30
26-06-2016;20:00:00;-1.08;4.82;-6.65;-17.11;-0.80;-0.18;0.09;1.36;-1.24;0.09;-0.39;1.88;-2.25
27-06-2016;04:02:00;0.04;5.16;-7.09;-18.51;-1.11;0.09;0.84;1.64;-0.82;0.69;-0.47;2.06;-1.62
27-06-2016;12:04:00;0.62;4.81;-7.24;-18.83;-1.82;0.12;0.80;1.75;-0.88;1.18;-0.29;1.93;-1.65
27-06-2016;19:59:00;0.01;4.67;-7.13;-18.32;-1.18;0.10;0.50;1.69;-0.88;0.87;-0.22;1.92;-1.66
28-06-2016;03:53:00;0.29;4.19;-7.19;-17.89;-1.51;0.15;0.90;1.77;-0.77;0.87;0.01;2.09;-1.60
28-06-2016;11:56:00;1.01;4.60;-7.30;-18.11;-1.96;0.19;1.32;1.94;-0.99;1.32;-0.26;2.00;-1.75
28-06-2016;19:58:00;-0.13;4.14;-7.08;-17.39;-1.17;-0.00;1.03;1.72;-1.07;0.41;-0.54;1.96;-1.69
29-06-2016;04:00:00;-0.10;3.82;-6.95;-17.52;-1.58;-0.19;0.91;1.26;-1.16;1.22;-0.57;1.82;-1.95
29-06-2016;12:02:00;0.64;4.02;-7.18;-18.18;-2.06;-0.15;0.97;0.87;-1.59;1.16;-0.98;1.96;-2.25
29-06-2016;20:05:00;1.16;4.23;-7.34;-19.02;-2.03;0.42;1.96;1.55;-0.79;0.71;-0.04;2.33;-1.80
30-06-2016;03:59:00;0.79;4.14;-7.29;-18.67;-1.71;0.16;1.54;1.09;-1.08;0.65;-0.67;2.07;-1.99
30-06-2016;11:54:00;1.04;4.52;-7.53;-18.74;-2.17;0.25;1.15;1.30;-1.06;1.11;-0.80;2.24;-2.04
30-06-2016;19:56:00;1.27;4.46;-7.67;-18.03;-1.95;0.12;0.68;1.09;-1.08;0.72;-0.45;2.32;-1.87
01-07-2016;03:58:00;1.13;4.40;-7.71;-18.16;-1.63;0.01;0.34;1.15;-1.02;0.43;-0.49;2.05;-2.26
01-07-2016;12:01:00;1.31;4.51;-7.71;-18.96;-2.25;0.08;0.55;1.09;-1.04;0.95;-0.59;2.11;-2.41
01-07-2016;20:03:00;-0.25;4.45;-7.51;-17.01;-0.90;-0.63;-0.49;0.27;-1.83;-0.17;-1.04;1.78;-2.70
02-07-2016;04:05:00;-0.07;4.77;-7.74;-17.96;-0.68;-0.43;-0.08;0.44;-1.64;-0.18;-1.39;1.56;-2.70
02-07-2016;12:00:00;1.04;4.93;-8.20;-19.29;-2.63;0.15;1.00;0.89;-1.79;1.72;-1.72;1.34;-3.19
02-07-2016;19:54:00;0.42;4.20;-8.08;-18.60;-1.44;-0.15;0.94;0.40;-1.47;0.26;-1.24;1.72;-2.79
03-07-2016;03:57:00;0.75;3.79;-7.77;-18.59;-1.46;-0.24;1.03;0.54;-1.47;0.35;-1.02;1.88;-2.59
03-07-2016;11:59:00;0.55;3.67;-7.81;-20.00;-1.58;-0.41;0.55;0.34;-1.68;0.57;-1.11;1.98;-2.51
03-07-2016;20:01:00;0.72;3.85;-8.13;-20.22;-2.00;0.01;1.25;1.11;-1.10;0.65;-0.57;2.13;-2.18
04-07-2016;04:03:00;-0.53;3.92;-8.14;-18.81;-1.41;-0.33;0.96;0.71;-1.46;0.10;-0.97;1.75;-2.39
04-07-2016;11:58:00;0.05;3.69;-8.10;-19.44;-2.04;-0.60;0.86;0.11;-1.96;0.98;-1.30;1.65;-2.75
04-07-2016;19:53:00;-0.68;3.78;-8.50;-19.03;-0.97;-0.35;0.64;0.61;-1.50;0.41;-1.45;1.56;-2.69
05-07-2016;03:55:00;-1.02;3.43;-8.05;-18.80;-0.95;-0.47;0.38;0.32;-1.72;-0.00;-1.16;1.65;-2.37
05-07-2016;11:57:00;0.12;2.66;-7.87;-19.85;-2.00;0.00;1.44;0.38;-1.93;0.80;-1.14;1.81;-2.33
05-07-2016;19:59:00;-0.60;2.87;-7.86;-20.68;-2.24;0.05;1.41;0.56;-1.35;0.10;-0.62;2.10;-2.44
06-07-2016;04:02:00;-1.11;2.75;-7.73;-20.06;-2.18;-0.20;1.29;0.20;-1.47;0.03;-0.92;1.67;-2.50
06-07-2016;12:04:00;-0.18;2.74;-7.67;-20.84;-2.73;-0.10;1.69;0.36;-1.63;0.63;-0.91;1.70;-2.48
06-07-2016;19:59:00;-0.34;2.96;-7.96;-20.99;-2.29;-0.06;1.73;0.68;-1.19;0.53;-0.71;1.44;-2.62
07-07-2016;03:53:00;-0.04;2.82;-7.95;-21.48;-2.66;0.10;1.77;0.98;-1.11;0.75;-0.63;1.56;-2.82
07-07-2016;11:55:00;0.18;2.69;-7.64;-21.38;-2.83;-0.20;1.64;0.64;-1.53;0.52;-0.36;1.69;-2.45
07-07-2016;19:58:00;-0.56;2.96;-7.68;-22.10;-3.01;0.18;2.08;0.88;-1.17;0.73;-1.00;1.65;-2.99
08-07-2016;04:00:00;-2.84;2.98;-7.32;-21.03;-2.06;-0.61;1.65;-0.00;-1.92;0.22;-1.86;1.10;-3.20
08-07-2016;12:02:00;-1.12;2.30;-7.26;-20.97;-3.14;-0.59;1.71;-0.00;-2.27;0.76;-1.27;1.19;-2.96
08-07-2016;20:05:00;-2.14;2.84;-7.52;-21.05;-1.31;-0.42;1.46;0.23;-1.82;-0.51;-1.49;1.14;-3.21
09-07-2016;04:03:00;-2.02;2.80;-7.97;-20.90;-1.16;-0.75;1.15;-0.15;-2.05;-0.71;-2.24;0.65;-3.73
09-07-2016;11:54:00;-1.41;3.12;-8.10;-21.36;-2.13;-0.81;0.54;-0.25;-2.18;0.70;-2.06;0.85;-3.65
09-07-2016;19:56:00;-1.96;3.31;-8.31;-21.80;-1.28;-0.23;1.63;0.21;-1.50;-0.48;-1.85;0.65;-3.34
10-07-2016;03:58:00;-1.50;3.05;-7.77;-22.44;-1.80;-0.20;1.56;0.10;-1.62;0.31;-1.40;1.14;-3.00
10-07-2016;12:01:00;-1.21;2.86;-7.85;-21.67;-1.97;-0.68;1.33;-0.43;-2.20;0.09;-1.37;1.02;-3.12
10-07-2016;20:03:00;-1.92;2.73;-8.10;-21.83;-1.93;-0.46;1.40;-0.40;-1.78;0.16;-1.48;1.67;-3.58
11-07-2016;04:05:00;-3.12;2.70;-8.16;-20.54;-0.60;-0.77;0.66;-0.95;-1.99;-0.58;-2.21;1.33;-3.98
11-07-2016;12:00:00;-1.64;3.11;-7.90;-19.46;-1.40;-0.83;1.14;-0.91;-2.85;1.39;-2.42;1.20;-3.81
11-07-2016;19:54:00;-3.25;2.98;-8.45;-19.26;-0.67;-1.30;0.84;-0.75;-2.39;-0.82;-1.93;1.61;-3.37
12-07-2016;03:57:00;-3.12;3.22;-8.29;-19.66;-0.98;-0.60;0.92;-0.59;-1.95;-0.37;-1.94;1.78;-3.62
12-07-2016;11:59:00;-2.32;2.47;-8.85;-20.25;-1.83;-1.09;0.76;-1.05;-2.21;1.10;-2.27;1.24;-3.81
12-07-2016;20:01:00;-5.34;2.60;-8.89;-19.61;-1.13;-0.79;1.01;-0.58;-2.07;-0.35;-2.98;0.92;-3.99
13-07-2016;04:03:00;-3.99;2.15;-8.74;-19.51;-0.83;-0.69;1.26;-0.41;-1.91;-0.46;-1.51;1.91;-2.65
13-07-2016;12:06:00;-2.99;1.90;-8.81;-20.27;-2.16;-0.22;2.27;0.05;-2.27;0.59;-1.23;1.87;-2.61
13-07-2016;20:03:00;-4.59;2.42;-8.70;-19.79;-1.94;-0.39;1.32;0.07;-1.72;-0.67;-0.83;1.92;-2.63
14-07-2016;03:55:00;-5.15;2.47;-8.71;-19.75;-1.72;-0.60;1.17;0.05;-1.70;-0.37;-0.88;1.82;-2.40
14-07-2016;11:57:00;-3.26;2.33;-8.52;-20.50;-2.37;-0.52;1.99;0.11;-2.07;0.24;-0.37;2.06;-2.20
14-07-2016;19:59:00;-3.21;3.24;-8.84;-20.37;-2.48;-0.43;1.92;0.10;-1.90;-0.17;-0.67;1.73;-2.70
15-07-2016;04:01:00;-3.75;3.09;-8.80;-19.79;-2.17;-0.60;1.79;-0.11;-1.93;-0.32;-0.53;1.83;-2.57
15-07-2016;12:05:00;-3.16;3.18;-8.61;-20.42;-2.54;-0.59;1.85;0.13;-2.12;0.17;-0.71;2.03;-2.81
15-07-2016;19:58:00;-4.02;3.51;-9.08;-19.97;-2.20;-0.86;1.09;-0.51;-2.18;-0.51;-0.97;1.41;-3.37
16-07-2016;03:53:00;-3.70;3.75;-9.28;-21.14;-1.96;-0.95;0.57;-0.83;-2.19;-0.67;-1.87;1.56;-4.01
16-07-2016;11:55:00;-2.40;3.57;-9.43;-22.63;-2.84;-0.64;1.04;-0.28;-1.79;0.17;-1.44;1.91;-3.57
16-07-2016;19:57:00;-2.80;3.34;-9.43;-22.55;-2.57;-0.52;1.14;-0.02;-1.72;0.02;-1.29;2.11;-3.34
17-07-2016;04:00:00;-4.04;3.28;-9.47;-22.20;-1.91;-1.03;0.43;-0.99;-2.24;-0.40;-2.00;1.58;-3.77
17-07-2016;12:02:00;-4.05;3.26;-9.60;-21.60;-1.89;-1.19;0.29;-1.32;-2.48;-0.33;-1.98;1.56;-3.45
17-07-2016;20:10:00;-4.81;3.17;-9.55;-22.00;-1.23;-1.10;0.57;-1.06;-2.47;-1.08;-2.17;1.51;-3.60
18-07-2016;03:59:00;-5.99;2.54;-8.94;-21.46;-1.32;-1.26;0.52;-1.35;-2.80;-0.88;-2.46;1.60;-3.96
18-07-2016;12:03:00;-3.53;2.23;-8.94;-21.93;-2.36;-1.24;0.54;-1.21;-3.40;0.62;-2.35;1.49;-3.63
18-07-2016;19:56:00;-5.63;3.27;-9.25;-21.86;-1.65;-1.09;0.70;-0.76;-2.49;-0.94;-2.26;1.35;-3.66
19-07-2016;03:58:00;-5.43;3.45;-9.30;-21.75;-1.77;-1.19;0.56;-0.74;-2.63;-0.98;-2.26;1.39;-3.79
19-07-2016;12:00:00;-5.51;3.45;-9.37;-21.34;-1.85;-1.22;0.25;-1.73;-2.99;0.13;-3.09;0.70;-4.54
19-07-2016;20:03:00;-5.92;2.99;-9.44;-21.52;-1.43;-1.20;-0.02;-1.71;-2.31;-0.66;-2.77;0.91;-4.18
20-07-2016;04:05:00;-6.13;3.07;-9.17;-21.06;-1.36;-1.32;0.62;-1.66;-2.51;-1.05;-2.15;1.30;-3.98
20-07-2016;12:00:00;-6.68;2.33;-8.86;-19.55;-2.48;-0.63;0.73;-1.61;-3.15;-0.15;-3.37;0.94;-4.77
20-07-2016;19:54:00;-5.11;2.81;-9.50;-20.95;-1.57;-1.34;0.71;-1.25;-2.90;-1.32;-1.99;1.48;-3.71
21-07-2016;03:56:00;-5.36;3.21;-9.62;-21.46;-1.93;-1.14;0.69;-0.83;-2.36;-1.51;-2.27;1.28;-3.97
21-07-2016;11:59:00;-4.70;3.39;-9.65;-23.09;-2.59;-0.94;1.30;-0.70;-2.32;-0.42;-1.65;1.50;-3.65
21-07-2016;20:01:00;-5.11;3.57;-9.71;-23.21;-2.40;-0.82;1.10;-0.75;-2.16;-0.74;-1.82;1.22;-3.70
22-07-2016;04:03:00;-6.09;3.24;-9.48;-21.33;-1.84;-1.48;0.21;-1.51;-2.82;-1.41;-2.44;0.96;-4.16
22-07-2016;12:05:00;-6.39;3.13;-9.33;-20.39;-2.06;-2.58;-0.79;-2.81;-4.18;0.26;-2.94;0.41;-4.76
22-07-2016;20:00:00;-6.84;3.16;-9.39;-20.51;-1.16;-2.34;-1.10;-2.41;-3.38;-1.81;-2.92;0.51;-4.84
23-07-2016;03:54:00;-7.65;3.10;-9.53;-20.02;-1.16;-1.84;-1.06;-1.96;-2.79;-2.22;-3.28;0.58;-4.94
23-07-2016;11:57:00;-5.95;2.86;-9.21;-19.62;-2.04;-2.36;-1.02;-2.89;-4.10;-0.24;-3.51;0.21;-5.47
23-07-2016;19:59:00;-6.46;2.81;-9.86;-22.01;-2.03;-1.55;0.47;-1.40;-2.70;-1.47;-2.42;1.34;-4.74
24-07-2016;04:01:00;-6.66;2.46;-9.83;-21.86;-2.54;-1.52;0.54;-1.27;-2.78;-1.21;-3.06;1.18;-4.87
24-07-2016;12:04:00;-6.69;2.58;-9.38;-20.86;-2.83;-2.37;-0.67;-2.64;-4.16;-0.06;-3.98;-0.01;-6.00
24-07-2016;19:59:00;-7.03;2.96;-9.96;-22.07;-1.90;-1.70;0.38;-1.18;-2.87;-1.84;-2.91;0.77;-5.67
25-07-2016;03:53:00;-7.92;2.84;-9.94;-20.33;-0.88;-2.48;-0.43;-2.33;-3.66;-2.72;-3.40;0.36;-6.09
25-07-2016;11:55:00;-7.48;2.56;-9.63;-19.66;-1.08;-2.99;-1.03;-2.99;-4.36;-2.13;-3.51;0.36;-6.29
25-07-2016;19:57:00;-6.24;3.06;-10.38;-21.85;-1.98;-1.68;0.96;-1.46;-2.89;-1.36;-2.84;0.46;-5.61
26-07-2016;03:59:00;-7.53;3.23;-10.29;-21.75;0.09;-2.47;-0.43;-2.85;-3.69;-1.97;-3.41;0.71;-5.73
26-07-2016;12:02:00;-6.29;2.92;-10.51;-21.77;-1.13;-2.50;-0.06;-3.22;-3.81;-1.13;-2.87;0.79;-5.13
26-07-2016;20:04:00;-5.91;2.84;-10.51;-22.66;-1.27;-1.88;0.54;-2.25;-3.05;-1.62;-2.15;1.23;-4.67
27-07-2016;03:59:00;-5.88;2.82;-10.21;-22.42;-1.10;-2.16;0.65;-2.28;-3.27;-1.57;-2.48;1.36;-5.06
27-07-2016;11:53:00;-6.61;2.69;-10.28;-21.23;-1.16;-2.54;0.46;-2.67;-3.76;-1.38;-3.00;0.98;-5.23
27-07-2016;19:55:00;-7.32;2.45;-10.22;-20.48;-0.25;-2.36;-0.17;-3.19;-3.75;-2.48;-3.12;0.96;-5.08
28-07-2016;03:58:00;-5.30;3.07;-11.01;-21.93;-1.54;-1.59;0.71;-1.71;-2.86;-1.20;-2.33;1.11;-4.48
28-07-2016;11:57:00;-4.85;3.21;-11.04;-22.75;-2.15;-1.36;0.97;-1.34;-2.54;-1.02;-2.14;1.40;-4.38
28-07-2016;19:54:00;-5.93;3.07;-10.96;-21.07;-1.25;-1.67;1.43;-1.65;-3.00;-1.87;-2.63;0.70;-4.91
29-07-2016;03:56:00;-5.90;3.02;-10.52;-21.45;-1.22;-2.01;0.11;-1.87;-3.21;-1.83;-2.22;1.20;-4.58
29-07-2016;11:59:00;-6.31;2.24;-9.79;-19.46;-0.56;-2.59;-0.29;-2.90;-4.45;-1.59;-3.28;0.65;-5.08
29-07-2016;20:01:00;-7.77;2.36;-10.29;-20.44;-0.13;-2.28;0.32;-2.53;-3.51;-2.66;-3.53;0.95;-5.24
30-07-2016;04:03:00;-6.75;2.48;-10.37;-20.77;-0.71;-2.24;0.77;-2.26;-3.34;-2.42;-3.58;1.08;-4.84
30-07-2016;11:58:00;-5.44;2.48;-10.35;-23.13;-2.24;-1.89;1.60;-1.86;-3.28;-1.17;-3.38;1.05;-4.60
30-07-2016;19:53:00;-5.36;2.71;-10.64;-23.07;-1.84;-1.75;2.06;-1.49;-2.76;-1.49;-3.09;1.41;-4.46
31-07-2016;03:55:00;-6.22;2.61;-10.66;-21.70;-0.99;-2.29;1.22;-2.26;-3.41;-2.02;-3.57;1.04;-4.72
31-07-2016;11:57:00;-5.65;2.56;-10.75;-23.04;-2.05;-2.11;1.56;-1.86;-3.29;-1.19;-3.50;0.99;-4.82
31-07-2016;19:59:00;-5.09;2.69;-10.70;-23.26;-1.86;-1.62;1.84;-1.61;-2.80;-1.20;-2.74;1.26;-4.15
01-08-2016;04:03:00;-5.52;2.58;-10.69;-22.72;-1.84;-2.02;1.36;-2.06;-3.11;-1.47;-3.10;0.97;-4.50
01-08-2016;12:04:00;-6.01;2.50;-10.51;-22.68;-2.12;-2.25;1.58;-2.20;-3.50;-0.79;-3.45;1.00;-4.73
01-08-2016;19:59:00;-5.31;2.53;-11.03;-23.26;-1.97;-1.70;1.89;-1.39;-2.85;-1.27;-3.15;1.07;-4.35
02-08-2016;04:00:00;-5.95;2.50;-10.79;-22.29;-1.44;-2.02;1.40;-1.79;-3.14;-1.78;-3.59;0.93;-4.66
02-08-2016;11:55:00;-5.66;2.59;-10.98;-23.19;-2.02;-1.92;2.07;-1.67;-3.20;-1.17;-3.65;0.84;-4.70
02-08-2016;19:58:00;-8.62;2.47;-10.41;-20.61;-0.33;-2.47;1.39;-2.24;-3.72;-2.29;-4.49;0.12;-5.01
03-08-2016;04:00:00;-7.85;2.43;-10.53;-21.71;-0.72;-1.81;2.22;-1.77;-3.37;-2.08;-4.31;0.29;-4.93
03-08-2016;12:02:00;-6.24;2.36;-10.51;-19.43;-1.83;-1.99;2.17;-2.41;-4.51;-0.52;-5.23;-0.77;-5.62
03-08-2016;20:05:00;-6.71;2.29;-10.68;-21.87;-1.50;-2.12;2.54;-1.82;-3.49;-1.58;-4.11;0.61;-4.98
04-08-2016;03:59:00;-7.19;2.20;-10.65;-21.31;-1.32;-2.20;2.22;-2.36;-3.54;-1.85;-4.23;0.45;-5.13
04-08-2016;11:54:00;-7.08;1.99;-10.19;-21.11;-2.29;-2.19;1.99;-2.07;-3.90;-0.24;-4.53;0.72;-4.96
04-08-2016;19:56:00;-7.36;1.88;-10.96;-21.00;-1.30;-1.73;2.04;-1.73;-3.06;-2.03;-3.94;0.87;-4.87
05-08-2016;03:54:00;-7.86;2.29;-10.97;-20.30;-0.85;-1.96;2.73;-1.85;-3.26;-1.79;-4.18;0.58;-4.98
05-08-2016;12:01:00;-7.00;2.24;-10.47;-20.29;-1.25;-2.59;1.61;-2.70;-4.27;-0.03;-5.09;0.24;-5.77
05-08-2016;20:03:00;-8.16;2.16;-10.83;-19.07;-0.33;-2.78;0.99;-2.75;-4.17;-1.39;-4.63;0.28;-5.39
06-08-2016;04:05:00;-7.83;2.25;-10.50;-19.85;-0.38;-2.38;1.56;-2.36;-3.39;-2.36;-4.20;0.28;-5.30
06-08-2016;12:00:00;-5.58;2.61;-10.62;-19.44;-1.76;-1.75;2.69;-1.43;-3.50;-0.76;-4.29;-0.02;-5.38
06-08-2016;19:54:00;-6.96;2.64;-10.55;-21.25;-0.99;-2.02;2.16;-1.17;-3.15;-1.88;-3.61;0.49;-4.88
07-08-2016;03:57:00;-7.20;2.37;-10.79;-21.00;-0.79;-2.52;1.74;-1.61;-3.51;-2.53;-4.02;0.19;-5.13
07-08-2016;11:59:00;-6.04;2.08;-10.76;-21.25;-1.78;-2.39;2.37;-1.81;-3.73;-1.32;-4.17;0.17;-5.23
07-08-2016;20:01:00;-6.22;2.46;-10.90;-22.05;-1.73;-1.99;2.65;-1.08;-3.10;-1.69;-3.62;0.55;-4.55
08-08-2016;04:03:00;-6.78;2.44;-10.97;-21.63;-1.01;-2.24;2.45;-1.56;-3.46;-1.96;-4.53;0.01;-5.21
08-08-2016;11:58:00;-6.36;2.37;-10.93;-22.15;-1.66;-2.14;2.75;-1.53;-3.23;-1.38;-4.74;-0.10;-5.39
08-08-2016;19:53:00;-5.34;2.15;-11.05;-23.29;-1.91;-1.63;3.47;-1.03;-2.76;-1.19;-3.79;0.71;-4.71
09-08-2016;03:55:00;-6.25;2.15;-10.91;-22.73;-0.97;-2.40;2.35;-2.07;-3.66;-1.59;-4.66;0.08;-5.19
09-08-2016;11:57:00;-7.02;1.72;-10.26;-21.93;-1.50;-2.20;2.28;-2.35;-3.88;-1.42;-5.34;0.07;-5.58
09-08-2016;19:59:00;-6.63;2.18;-10.45;-22.36;-1.17;-1.99;2.79;-1.98;-3.34;-1.79;-4.87;0.25;-5.40
10-08-2016;04:02:00;-5.59;2.05;-10.35;-23.61;-2.24;-1.79;4.08;-1.53;-3.03;-1.20;-4.36;0.63;-5.25
10-08-2016;12:04:00;-6.10;1.81;-10.23;-24.03;-2.15;-1.72;4.61;-1.61;-3.24;-0.92;-4.96;0.03;-5.89
10-08-2016;19:59:00;-6.52;2.13;-10.27;-24.84;-2.27;-1.74;4.55;-1.39;-2.89;-0.95;-4.66;0.03;-5.89
11-08-2016;03:53:00;-7.57;2.16;-10.39;-23.64;-2.21;-2.29;4.18;-2.08;-3.34;-1.13;-5.39;-0.50;-6.43
11-08-2016;11:55:00;-6.50;1.67;-9.79;-24.41;-2.47;-2.00;4.60;-1.59;-3.22;-1.10;-4.99;0.04;-5.98
11-08-2016;19:58:00;-7.05;1.94;-9.90;-23.23;-1.94;-1.94;5.00;-1.76;-3.13;-1.83;-4.82;0.04;-6.04
12-08-2016;04:00:00;-7.24;1.73;-10.04;-22.83;-2.00;-2.13;4.63;-2.00;-3.28;-1.91;-4.74;-0.11;-6.14
12-08-2016;12:02:00;-6.56;1.33;-10.12;-23.73;-2.19;-2.05;3.38;-2.70;-3.32;-1.42;-4.53;-0.17;-5.82
12-08-2016;20:05:00;-7.06;1.49;-10.73;-23.42;-1.13;-2.31;2.85;-2.98;-3.20;-2.02;-4.54;-0.32;-5.67
13-08-2016;03:59:00;-6.83;1.74;-10.76;-23.20;-1.17;-2.31;3.10;-2.89;-3.28;-2.05;-4.55;-0.10;-5.85
13-08-2016;11:54:00;-7.69;1.97;-11.12;-22.05;-0.41;-2.82;2.67;-3.53;-4.28;-1.76;-5.87;-1.24;-7.22
13-08-2016;20:03:00;-8.63;1.89;-10.87;-21.70;-0.00;-2.95;2.76;-3.56;-4.09;-2.84;-5.70;-1.06;-6.94
14-08-2016;03:58:00;-9.26;1.79;-10.59;-22.07;-0.05;-2.50;3.07;-3.13;-3.69;-3.03;-5.20;-0.67;-6.49
14-08-2016;12:01:00;-6.56;1.71;-10.06;-23.33;-1.33;-2.12;3.74;-3.15;-4.07;-1.06;-4.94;-0.66;-6.47
14-08-2016;20:03:00;-9.74;2.36;-10.26;-23.18;-0.60;-2.15;3.89;-2.50;-3.34;-2.15;-5.10;-0.36;-6.33
15-08-2016;04:06:00;-8.76;2.31;-10.26;-23.10;-0.34;-2.18;4.13;-2.63;-3.39;-2.08;-4.54;0.14;-5.86
15-08-2016;12:00:00;-7.75;1.28;-9.91;-23.37;-0.67;-1.98;4.34;-2.58;-3.82;-2.22;-4.20;0.52;-5.63
15-08-2016;19:55:00;-7.35;2.19;-10.81;-22.73;-0.61;-2.23;4.06;-2.46;-3.42;-2.19;-4.26;0.01;-5.90
16-08-2016;03:57:00;-8.29;2.25;-10.74;-21.60;0.29;-2.68;3.48;-3.15;-3.97;-2.87;-4.90;-0.34;-6.17
16-08-2016;11:59:00;-7.33;2.37;-10.97;-22.56;-1.63;-2.22;4.33;-2.70;-4.05;-0.30;-4.72;-0.05;-6.25
16-08-2016;20:01:00;-9.61;2.16;-10.96;-21.77;-0.39;-2.54;3.65;-3.27;-3.96;-2.99;-4.58;-0.15;-6.09
17-08-2016;04:04:00;-9.73;2.04;-10.78;-21.41;0.26;-2.99;3.20;-3.70;-4.16;-3.20;-4.88;-0.32;-6.25
17-08-2016;11:58:00;-8.24;2.11;-10.42;-22.64;-1.54;-2.74;4.16;-3.25;-4.43;0.25;-4.83;-0.03;-5.91
17-08-2016;19:53:00;-8.50;2.17;-10.82;-21.27;0.31;-2.89;3.30;-3.83;-4.32;-2.58;-4.94;-0.37;-6.04
18-08-2016;03:55:00;-8.41;2.74;-11.43;-23.01;0.33;-2.68;3.83;-3.43;-4.16;-3.89;-5.03;-0.74;-6.22
18-08-2016;11:57:00;-6.73;2.54;-11.37;-22.46;-0.63;-3.29;3.52;-3.90;-5.05;-1.23;-6.07;-1.33;-6.92
18-08-2016;20:00:00;-8.99;2.57;-10.81;-22.66;-0.03;-2.82;4.28;-3.39;-3.92;-3.20;-4.91;-0.09;-5.83
19-08-2016;04:02:00;-8.98;2.37;-10.95;-22.54;0.53;-2.77;4.45;-3.63;-4.10;-3.13;-5.18;-0.73;-5.74
19-08-2016;12:04:00;-7.12;2.15;-10.82;-23.66;-1.03;-2.75;4.41;-3.58;-4.60;-1.02;-5.40;-0.35;-5.92
19-08-2016;19:59:00;-7.59;2.50;-11.21;-22.59;-0.20;-2.70;4.77;-3.12;-4.01;-2.60;-5.27;-0.48;-5.73
20-08-2016;03:53:00;-7.77;2.48;-11.13;-22.28;0.41;-2.83;4.42;-3.42;-4.07;-3.94;-5.91;-0.94;-6.08
20-08-2016;11:56:00;-6.59;2.47;-11.38;-23.37;-0.52;-2.87;5.05;-3.29;-4.31;-2.98;-5.71;-1.07;-6.01
20-08-2016;19:58:00;-6.66;2.52;-11.08;-23.49;-0.60;-2.45;5.58;-2.78;-3.78;-2.83;-5.77;-1.17;-5.99
21-08-2016;04:00:00;-7.54;2.55;-11.34;-22.79;0.06;-2.71;4.43;-3.27;-3.96;-3.42;-5.90;-1.32;-6.19
21-08-2016;12:03:00;-7.49;2.16;-11.47;-22.33;-0.05;-3.83;3.34;-4.44;-5.17;-2.67;-6.21;-1.88;-6.66
21-08-2016;20:05:00;-7.95;2.44;-11.61;-23.79;-0.16;-2.56;5.12;-3.11;-3.90;-3.32;-5.46;-0.95;-6.04
22-08-2016;04:00:00;-7.27;2.44;-11.48;-23.92;-0.33;-2.46;5.49;-3.16;-3.73;-3.30;-5.63;-1.11;-6.14
22-08-2016;11:54:00;-7.37;2.44;-11.43;-24.01;-0.88;-3.26;4.64;-4.04;-4.54;-2.59;-5.94;-1.63;-6.53
22-08-2016;19:56:00;-8.00;2.58;-11.48;-22.63;-0.01;-2.91;4.96;-4.16;-4.33;-3.74;-6.34;-1.94;-6.74
23-08-2016;03:59:00;-7.53;2.94;-11.81;-23.36;-0.67;-2.51;5.42;-3.77;-3.85;-3.07;-5.89;-1.69;-6.40
23-08-2016;12:01:00;-7.04;2.53;-11.76;-22.99;-1.30;-2.54;5.49;-4.11;-4.60;-1.86;-6.54;-2.17;-6.84
